fold,held_patient,ligand,receptor,ligand_receptor_pair,Receiver,Sender,pair_importance
9,P17,TNF,TNFRSF1B,TNF → TNFRSF1B,0.0018423256991924593,2.8105576376738746e-06,0.0018451362568301332
9,P17,TNFSF10,TNFRSF10A,TNFSF10 → TNFRSF10A,3.4023054504988856e-06,2.4737937379966122e-05,2.8140242830465007e-05
9,P17,TNFSF10,TNFRSF10B,TNFSF10 → TNFRSF10B,3.836720417509735e-06,0.00016016883546375192,0.00016400555588126165
9,P17,TNFSF10,TNFRSF10D,TNFSF10 → TNFRSF10D,3.5376721578094346e-06,1.600555199417373e-05,1.9543224151983168e-05
9,P17,TNFSF12,TNFRSF12A,TNFSF12 → TNFRSF12A,4.584905709369532e-06,1.9650599355147418e-05,2.423550506451695e-05
9,P17,TNFSF12,TNFRSF25,TNFSF12 → TNFRSF25,1.579007042814868e-05,8.162849728837697e-06,2.3952920156986376e-05
9,P17,TNFSF14,LTBR,TNFSF14 → LTBR,0.0002167309174588016,1.1659374494347105e-05,0.0002283902919531487
9,P17,TNFSF14,TNFRSF14,TNFSF14 → TNFRSF14,0.0006110438441254263,6.003061965159566e-06,0.0006170469060905858
9,P17,TNFSF4,TNFRSF4,TNFSF4 → TNFRSF4,0.00030941802545876677,8.721776452677603e-08,0.00030950524322329357
9,P17,TNFSF9,TNFRSF9,TNFSF9 → TNFRSF9,0.001216214724415936,8.897623693632279e-05,0.0013051909613522588
9,P17,VEGFA,NRP1,VEGFA → NRP1,0.0001655289928622018,6.459457123704525e-05,0.00023012356409924704
9,P17,VEGFA,NRP2,VEGFA → NRP2,1.6277376410495901e-06,7.368436386082603e-05,7.531210150187562e-05
9,P17,VEGFB,NRP1,VEGFB → NRP1,0.00015599136628099676,1.1943907188706052e-05,0.00016793527346970283
10,P18,BTLA,TNFRSF14,BTLA → TNFRSF14,0.0018518480385618808,2.235794256059619e-05,0.001874205981122477
10,P18,CCL2,CCR2,CCL2 → CCR2,0.00013625346857921555,7.107603496292429e-07,0.0001369642289288448
10,P18,CCL3,CCR1,CCL3 → CCR1,0.00012575200145227723,0.0061639650197997786,0.006289717021252056
10,P18,CCL3,CCR5,CCL3 → CCR5,0.0019477095506343707,0.004142445915642414,0.006090155466276784
10,P18,CCL3L1,CCR1,CCL3L1 → CCR1,0.000315455601148042,0.0007987631568170256,0.0011142187579650676
10,P18,CCL4,CCR5,CCL4 → CCR5,0.0021049963310456046,0.00667466606723621,0.008779662398281814
10,P18,CCL5,CCR1,CCL5 → CCR1,1.1630604016982615e-05,0.059562694307375645,0.059574324911392626
10,P18,CCL5,CCR4,CCL5 → CCR4,2.804144865435014e-05,0.006561458190736777,0.006589499639391127
10,P18,CCL5,CCR5,CCL5 → CCR5,0.0005053556074257102,0.021475408168103387,0.021980763775529096
10,P18,CD274,PDCD1,CD274 → PDCD1,0.0028403757270625387,9.889109659193957e-21,0.0028403757270625387
10,P18,CD40LG,CD40,CD40LG → CD40,6.927584157129014e-05,1.3706790854325869e-05,8.298263242561601e-05
10,P18,CD86,CD28,CD86 → CD28,0.0008063780974910398,0.00012766616802679194,0.0009340442655178318
10,P18,CD86,CTLA4,CD86 → CTLA4,0.0024422109391064985,0.0006293966340721891,0.0030716075731786877
10,P18,CSF1,CSF1R,CSF1 → CSF1R,0.000658763964733853,6.368971190879881e-06,0.0006651329359247328
10,P18,CXCL13,CXCR5,CXCL13 → CXCR5,0.00023385260518296637,0.0004992873553929456,0.000733139960575912
10,P18,CXCL16,CXCR6,CXCL16 → CXCR6,0.0006197362431709021,0.00044272138577639215,0.0010624576289472941
10,P18,CXCL2,DPP4,CXCL2 → DPP4,2.052150226472337e-05,0.00011832467317410556,0.00013884617543882892
10,P18,FASLG,FAS,FASLG → FAS,0.0004013271786390095,9.083846427179593e-06,0.0004104110250661891
10,P18,HLA-B,KIR3DL2,HLA-B → KIR3DL2,2.7360793286567846e-06,0.025766414334788417,0.025769150414117075
10,P18,HLA-C,KIR2DL3,HLA-C → KIR2DL3,3.1289368385047336e-06,0.009733401772846253,0.009736530709684757
10,P18,HLA-E,KLRC1,HLA-E → KLRC1,5.511601067589819e-06,0.010345587064585956,0.010351098665653546
10,P18,HLA-E,KLRC2,HLA-E → KLRC2,5.321110025110598e-06,0.04042377043833704,0.04042909154836215
10,P18,HLA-E,KLRK1,HLA-E → KLRK1,0.0001355119545778769,0.02196049821315421,0.022096010167732088
10,P18,HLA-F,KIR3DL2,HLA-F → KIR3DL2,3.3053709199322036e-06,0.00840942605515027,0.008412731426070203
10,P18,HLA-F,LILRB1,HLA-F → LILRB1,3.9063435741978675e-05,0.007439151866134101,0.0074782153018760796
10,P18,HLA-F,LILRB2,HLA-F → LILRB2,0.0001851109663181378,0.0512979600387645,0.05148307100508264
10,P18,HLA-G,LILRB1,HLA-G → LILRB1,0.00013693105737381687,0.007309547923104552,0.007446478980478368
10,P18,HLA-G,LILRB2,HLA-G → LILRB2,0.0009083301984125915,0.027512233732175016,0.028420563930587606
10,P18,ICAM1,ITGAL,ICAM1 → ITGAL,0.0038885195681465238,0.0005941469478668739,0.0044826665160133975
10,P18,ICOSLG,ICOS,ICOSLG → ICOS,0.00043894770347057587,1.18798092734983e-05,0.0004508275127440742
10,P18,LGALS9,HAVCR2,LGALS9 → HAVCR2,0.006825193396761336,0.007711624980322742,0.014536818377084077
10,P18,LGALS9,P4HB,LGALS9 → P4HB,0.022299461625083786,0.0030673217893137997,0.025366783414397586
10,P18,LTA,TNFRSF14,LTA → TNFRSF14,0.0008268551352891056,6.931652804764226e-05,0.0008961716633367478
10,P18,LTA,TNFRSF1A,LTA → TNFRSF1A,1.7515253286907142e-05,2.1245458255043162e-05,3.876071154195031e-05
10,P18,LTA,TNFRSF1B,LTA → TNFRSF1B,0.0022123607710131128,1.2085190070961144e-05,0.0022244459610840737
10,P18,LTB,LTBR,LTB → LTBR,3.219144157010877e-05,0.0019187239907871463,0.0019509154323572551
10,P18,PVR,CD226,PVR → CD226,1.1079051661712765e-05,2.876115010776053e-06,1.3955166672488819e-05
10,P18,PVR,CD96,PVR → CD96,0.0053360462282121875,7.043336510266831e-07,0.005336750561863214
10,P18,PVR,TIGIT,PVR → TIGIT,0.0033874495707352267,7.4212048265639e-07,0.0033881916912178833
10,P18,SELPLG,SELL,SELPLG → SELL,0.0011366044562572226,0.008479512454558557,0.00961611691081578
10,P18,TGFB1,TGFBR3,TGFB1 → TGFBR3,0.00012902447099002955,5.8906190021403765e-05,0.0001879306610114333
10,P18,TNF,TNFRSF1A,TNF → TNFRSF1A,0.0007120089893094656,0.0010083658897291038,0.0017203748790385694
10,P18,TNF,TNFRSF1B,TNF → TNFRSF1B,0.004229340543129506,0.0002183215071632948,0.0044476620502928
10,P18,TNFSF10,TNFRSF10A,TNFSF10 → TNFRSF10A,1.6254573248202678e-05,4.945612531911737e-05,6.571069856732004e-05
10,P18,TNFSF10,TNFRSF10B,TNFSF10 → TNFRSF10B,1.334952490127061e-05,5.266680201015351e-05,6.601632691142412e-05
10,P18,TNFSF10,TNFRSF10D,TNFSF10 → TNFRSF10D,4.318837289641198e-06,6.566415454010521e-05,6.998299182974641e-05
10,P18,TNFSF12,TNFRSF12A,TNFSF12 → TNFRSF12A,2.2198393768696555e-06,8.01174952870806e-07,3.0210143297404615e-06
10,P18,TNFSF12,TNFRSF25,TNFSF12 → TNFRSF25,0.00013855385961771411,2.062754951025321e-05,0.00015918140912796734
10,P18,TNFSF14,LTBR,TNFSF14 → LTBR,0.0004018507730700891,7.335335680609078e-06,0.0004091861087506982
10,P18,TNFSF14,TNFRSF14,TNFSF14 → TNFRSF14,0.0018064653911232483,1.4138258115591896e-05,0.0018206036492388403
10,P18,TNFSF4,TNFRSF4,TNFSF4 → TNFRSF4,0.0003129394455323164,2.511119714390496e-05,0.0003380506426762214
10,P18,TNFSF9,TNFRSF9,TNFSF9 → TNFRSF9,0.0001607899861912224,0.00016935664870698647,0.0003301466348982089
10,P18,VEGFA,NRP1,VEGFA → NRP1,0.00021489268183257174,8.35395252157375e-05,0.0002984322070483092
10,P18,VEGFA,NRP2,VEGFA → NRP2,2.9426245958412585e-07,4.410290796536671e-05,4.439717042495083e-05
10,P18,VEGFB,NRP1,VEGFB → NRP1,6.18144861351126e-05,5.864364682745e-05,0.0001204581329625626
11,P19,BTLA,TNFRSF14,BTLA → TNFRSF14,0.00016008776268327615,2.88691481198503e-07,0.00016037645416447466
11,P19,CCL2,CCR2,CCL2 → CCR2,1.8265127701643464e-06,2.1953757629562624e-05,2.3780270399726972e-05
11,P19,CCL3,CCR1,CCL3 → CCR1,4.312519548813241e-06,0.0050707782857806775,0.005075090805329491
11,P19,CCL3,CCR5,CCL3 → CCR5,0.0014941893935482627,0.002995324626650547,0.00448951402019881
11,P19,CCL3L1,CCR1,CCL3L1 → CCR1,0.0003647595212332876,0.00029239810915062184,0.0006571576303839094
11,P19,CCL4,CCR5,CCL4 → CCR5,0.0012319538916395283,0.004784500651744624,0.006016454543384153
11,P19,CCL5,CCR1,CCL5 → CCR1,0.0,0.037661145090238414,0.037661145090238414
11,P19,CCL5,CCR4,CCL5 → CCR4,0.0,0.003813698990651468,0.003813698990651468
11,P19,CCL5,CCR5,CCL5 → CCR5,0.00036144267416164774,0.008730506300319203,0.009091948974480851
11,P19,CD274,PDCD1,CD274 → PDCD1,0.0008795634973689415,0.0,0.0008795634973689415
11,P19,CD40LG,CD40,CD40LG → CD40,4.158293262397682e-06,0.0,4.158293262397682e-06
11,P19,CD86,CD28,CD86 → CD28,0.0005638619284191738,7.194671388842098e-06,0.0005710565998080159
11,P19,CD86,CTLA4,CD86 → CTLA4,0.0009065216995002525,0.0003444530503673358,0.0012509747498675883
11,P19,CSF1,CSF1R,CSF1 → CSF1R,0.00047006650396021497,0.00010007588534306482,0.0005701423893032798
11,P19,CXCL13,CXCR5,CXCL13 → CXCR5,1.5216089554577778e-05,0.0001322810394522157,0.0001474971290067935
11,P19,CXCL16,CXCR6,CXCL16 → CXCR6,0.0005283631826607102,0.00031510041478501267,0.0008434635974457229
11,P19,CXCL2,DPP4,CXCL2 → DPP4,5.618350931237931e-07,0.0,5.618350931237931e-07
11,P19,FASLG,FAS,FASLG → FAS,0.0,6.311202959387743e-06,6.311202959387743e-06
11,P19,HLA-B,KIR3DL2,HLA-B → KIR3DL2,6.539079053542677e-07,0.01281615459839287,0.012816808506298225
11,P19,HLA-C,KIR2DL3,HLA-C → KIR2DL3,0.0,0.05217879120955421,0.05217879120955421
11,P19,HLA-E,KLRC1,HLA-E → KLRC1,4.7598180814548884e-06,0.012426107628394033,0.012430867446475488
11,P19,HLA-E,KLRC2,HLA-E → KLRC2,1.6507183740238415e-06,0.012785951184505843,0.012787601902879867
11,P19,HLA-E,KLRK1,HLA-E → KLRK1,0.00045067108568222437,0.0040095502031291365,0.004460221288811361
11,P19,HLA-F,KIR3DL2,HLA-F → KIR3DL2,2.3956715575328633e-07,0.004137873257879907,0.00413811282503566
11,P19,HLA-F,LILRB1,HLA-F → LILRB1,2.861673881758974e-06,0.003344951577481663,0.0033478132513634217
11,P19,HLA-F,LILRB2,HLA-F → LILRB2,0.0005485388805325083,0.03262402676182066,0.03317256564235317
11,P19,HLA-G,LILRB1,HLA-G → LILRB1,2.9580053946223754e-05,0.0025435139925170133,0.002573094046463237
11,P19,HLA-G,LILRB2,HLA-G → LILRB2,0.00029476753816792784,0.019659960741312824,0.019954728279480752
11,P19,ICAM1,ITGAL,ICAM1 → ITGAL,0.006861887855953007,9.134517237928001e-05,0.006953233028332287
11,P19,ICOSLG,ICOS,ICOSLG → ICOS,0.0001728053060749585,0.0,0.0001728053060749585
11,P19,LGALS9,HAVCR2,LGALS9 → HAVCR2,0.004127106429940857,0.004470030618679231,0.008597137048620088
11,P19,LGALS9,P4HB,LGALS9 → P4HB,0.009978972064777401,0.0018339443309947508,0.011812916395772153
11,P19,LTA,TNFRSF14,LTA → TNFRSF14,0.0001155718171250549,1.2809712629864315e-06,0.00011685278838804133
11,P19,LTA,TNFRSF1A,LTA → TNFRSF1A,2.2627335013447877e-07,0.0,2.2627335013447877e-07
11,P19,LTA,TNFRSF1B,LTA → TNFRSF1B,0.001142345267818692,4.086423169038562e-06,0.0011464316909877306
11,P19,LTB,LTBR,LTB → LTBR,0.00021318052662901109,0.0044624462245149215,0.004675626751143932
11,P19,PVR,CD226,PVR → CD226,0.0,0.0,0.0
11,P19,PVR,CD96,PVR → CD96,0.0017106802292624075,0.0,0.0017106802292624075
11,P19,PVR,TIGIT,PVR → TIGIT,0.0015554219220287988,0.0,0.0015554219220287988
11,P19,SELPLG,SELL,SELPLG → SELL,0.00013383856497208062,0.0030605296991763637,0.0031943682641484444
11,P19,TGFB1,TGFBR3,TGFB1 → TGFBR3,0.0,2.5177985196935308e-06,2.5177985196935308e-06
11,P19,TNF,TNFRSF1A,TNF → TNFRSF1A,0.00021438419639017794,0.00015921883192803948,0.0003736030283182174
11,P19,TNF,TNFRSF1B,TNF → TNFRSF1B,0.0031080266256798134,8.234321658355855e-05,0.003190369842263372
11,P19,TNFSF10,TNFRSF10A,TNFSF10 → TNFRSF10A,8.185438782600729e-07,5.828122506027222e-05,5.909976893853229e-05
11,P19,TNFSF10,TNFRSF10B,TNFSF10 → TNFRSF10B,0.0,9.943547982041242e-05,9.943547982041242e-05
11,P19,TNFSF10,TNFRSF10D,TNFSF10 → TNFRSF10D,0.0,0.0,0.0
11,P19,TNFSF12,TNFRSF12A,TNFSF12 → TNFRSF12A,0.0,0.0,0.0
11,P19,TNFSF12,TNFRSF25,TNFSF12 → TNFRSF25,0.0,4.208897954420523e-06,4.208897954420523e-06
11,P19,TNFSF14,LTBR,TNFSF14 → LTBR,0.0004646476816486436,0.0,0.0004646476816486436
11,P19,TNFSF14,TNFRSF14,TNFSF14 → TNFRSF14,0.0014445284752951984,2.4588069088640414e-07,0.0014447743559860848
11,P19,TNFSF4,TNFRSF4,TNFSF4 → TNFRSF4,0.0,6.610187648805625e-07,6.610187648805625e-07
11,P19,TNFSF9,TNFRSF9,TNFSF9 → TNFRSF9,3.516860236608806e-05,5.230740066829832e-06,4.0399342432917895e-05
11,P19,VEGFA,NRP1,VEGFA → NRP1,0.0003808553441580557,0.0,0.0003808553441580557
11,P19,VEGFA,NRP2,VEGFA → NRP2,0.0,5.263355191309601e-05,5.263355191309601e-05
11,P19,VEGFB,NRP1,VEGFB → NRP1,0.00019603195804913243,2.0773520237758067e-05,0.0002168054782868905
12,P2,BTLA,TNFRSF14,BTLA → TNFRSF14,0.002130588247230497,2.46131244188962e-05,0.0021552013716493934
12,P2,CCL2,CCR2,CCL2 → CCR2,0.00014338558033881528,2.435439483640796e-05,0.00016773997517522323
12,P2,CCL3,CCR1,CCL3 → CCR1,7.34819263486469e-05,0.01029253728426772,0.010366019210616367
12,P2,CCL3,CCR5,CCL3 → CCR5,0.006779366716438935,0.008911948610931482,0.015691315327370416
12,P2,CCL3L1,CCR1,CCL3L1 → CCR1,0.0006057934863097598,0.0007481637725136411,0.001353957258823401
12,P2,CCL4,CCR5,CCL4 → CCR5,0.0030206792537835828,0.01110484249601906,0.014125521749802642
12,P2,CCL5,CCR1,CCL5 → CCR1,0.00010246558110753774,0.1056633460047757,0.10576581158588323
12,P2,CCL5,CCR4,CCL5 → CCR4,0.0,0.007345957429452447,0.007345957429452447
12,P2,CCL5,CCR5,CCL5 → CCR5,0.0014966150888383052,0.04314623431242059,0.04464284940125889
12,P2,CD274,PDCD1,CD274 → PDCD1,0.005357776186259709,8.76440046635133e-06,0.0053665405867260605
12,P2,CD40LG,CD40,CD40LG → CD40,3.9593800222161015e-05,8.898678653169806e-06,4.8492478875330824e-05
12,P2,CD86,CD28,CD86 → CD28,0.0019486860394200608,3.7267117189623525e-05,0.0019859531566096844
12,P2,CD86,CTLA4,CD86 → CTLA4,0.010372494182513913,0.000233440415161668,0.010605934597675582
12,P2,CSF1,CSF1R,CSF1 → CSF1R,0.0011439988705117215,0.0001760706038605671,0.0013200694743722887
12,P2,CXCL13,CXCR5,CXCL13 → CXCR5,7.550939726868931e-05,0.0003846248071837973,0.00046013420445248663
12,P2,CXCL16,CXCR6,CXCL16 → CXCR6,0.0009226348829316655,0.0004283665801138085,0.001351001463045474
12,P2,CXCL2,DPP4,CXCL2 → DPP4,5.6273320605961995e-06,6.969414952026419e-05,7.532148158086039e-05
12,P2,FASLG,FAS,FASLG → FAS,0.0017065089119029041,4.652597120352762e-06,0.0017111615090232568
12,P2,HLA-B,KIR3DL2,HLA-B → KIR3DL2,8.923730881917838e-06,0.017109831472614353,0.01711875520349627
12,P2,HLA-C,KIR2DL3,HLA-C → KIR2DL3,0.0,0.0353769421060865,0.0353769421060865
12,P2,HLA-E,KLRC1,HLA-E → KLRC1,2.2245467139347862e-05,0.01954269656664599,0.019564942033785337
12,P2,HLA-E,KLRC2,HLA-E → KLRC2,8.236652451640443e-05,0.012131626404823287,0.012213992929339692
12,P2,HLA-E,KLRK1,HLA-E → KLRK1,0.0003041920819687209,0.014643243124330425,0.014947435206299146
12,P2,HLA-F,KIR3DL2,HLA-F → KIR3DL2,1.5943604964502738e-05,0.0061116030077625946,0.006127546612727098
12,P2,HLA-F,LILRB1,HLA-F → LILRB1,3.199186914250189e-05,0.0018320992250714682,0.0018640910942139702
12,P2,HLA-F,LILRB2,HLA-F → LILRB2,0.0010477392661108818,0.032235646536286126,0.03328338580239701
12,P2,HLA-G,LILRB1,HLA-G → LILRB1,2.8764893131029262e-05,0.0027802587773746172,0.0028090236705056466
12,P2,HLA-G,LILRB2,HLA-G → LILRB2,0.0005761775037784174,0.016524000589601767,0.017100178093380186
12,P2,ICAM1,ITGAL,ICAM1 → ITGAL,0.006665359334541827,0.00012535935460936665,0.006790718689151193
12,P2,ICOSLG,ICOS,ICOSLG → ICOS,0.0006078562152070945,3.229348758769673e-05,0.0006401497027947912
12,P2,LGALS9,HAVCR2,LGALS9 → HAVCR2,0.006645938892047817,0.011438680020337403,0.01808461891238522
12,P2,LGALS9,P4HB,LGALS9 → P4HB,0.012300376450774902,0.003922043007711745,0.016222419458486646
12,P2,LTA,TNFRSF14,LTA → TNFRSF14,0.0006927080801836514,4.882376753946322e-05,0.0007415318477231146
12,P2,LTA,TNFRSF1A,LTA → TNFRSF1A,0.00011724755533607296,1.1227870558471371e-05,0.00012847542589454431
12,P2,LTA,TNFRSF1B,LTA → TNFRSF1B,0.0020379427965326897,0.00011972130799176709,0.002157664104524457
12,P2,LTB,LTBR,LTB → LTBR,0.00014855440097383602,0.0005670211012463016,0.0007155755022201376
12,P2,PVR,CD226,PVR → CD226,0.0,4.217150304806167e-06,4.217150304806167e-06
12,P2,PVR,CD96,PVR → CD96,0.005262455726307166,2.169349914485803e-05,0.005284149225452024
12,P2,PVR,TIGIT,PVR → TIGIT,0.008093920197555868,2.82833434742383e-05,0.008122203541030108
12,P2,SELPLG,SELL,SELPLG → SELL,0.00034229489353671173,0.001792497255900813,0.002134792149437525
12,P2,TGFB1,TGFBR3,TGFB1 → TGFBR3,7.012399033888939e-05,7.034659811611278e-05,0.0001404705884550022
12,P2,TNF,TNFRSF1A,TNF → TNFRSF1A,0.0008050332952289803,0.0016915611696880076,0.002496594464916988
12,P2,TNF,TNFRSF1B,TNF → TNFRSF1B,0.004439390808457382,0.00022426224720585003,0.004663653055663232
12,P2,TNFSF10,TNFRSF10A,TNFSF10 → TNFRSF10A,7.462005561725848e-05,5.390520552417287e-05,0.00012852526114143133
12,P2,TNFSF10,TNFRSF10B,TNFSF10 → TNFRSF10B,8.222683500712568e-06,0.00011936751300029402,0.0001275901965010066
12,P2,TNFSF10,TNFRSF10D,TNFSF10 → TNFRSF10D,3.1039882782434784e-05,0.0002130846443272978,0.0002441245271097326
12,P2,TNFSF12,TNFRSF12A,TNFSF12 → TNFRSF12A,3.4791238433451984e-05,6.5297653211674e-05,0.00010008889164512597
12,P2,TNFSF12,TNFRSF25,TNFSF12 → TNFRSF25,0.0003866006943813996,0.000140798487416243,0.0005273991817976426
12,P2,TNFSF14,LTBR,TNFSF14 → LTBR,0.00041795804177716475,5.479116976698267e-05,0.0004727492115441474
12,P2,TNFSF14,TNFRSF14,TNFSF14 → TNFRSF14,0.0019348684822187807,0.0001755193510506459,0.0021103878332694266
12,P2,TNFSF4,TNFRSF4,TNFSF4 → TNFRSF4,0.0019305545120197238,4.245353970059438e-06,0.0019347998659897832
12,P2,TNFSF9,TNFRSF9,TNFSF9 → TNFRSF9,0.00024001214245168484,0.0006706466193696129,0.0009106587618212977
12,P2,VEGFA,NRP1,VEGFA → NRP1,0.00016941062658254555,0.00018051642816069893,0.0003499270547432445
12,P2,VEGFA,NRP2,VEGFA → NRP2,2.333473973915156e-06,1.683094910676022e-05,1.9164423080675377e-05
12,P2,VEGFB,NRP1,VEGFB → NRP1,8.929057171254236e-05,3.364190031698853e-05,0.00012293247202953088
13,P20,BTLA,TNFRSF14,BTLA → TNFRSF14,0.00324046371998707,9.136584037146167e-06,0.003249600304024216
13,P20,CCL2,CCR2,CCL2 → CCR2,6.891632531835906e-05,1.5019739431570552e-05,8.393606474992961e-05
13,P20,CCL3,CCR1,CCL3 → CCR1,0.0001333665754540232,0.005630769424062943,0.005764135999516966
13,P20,CCL3,CCR5,CCL3 → CCR5,0.0037273536061994896,0.0049112217114452295,0.008638575317644719
13,P20,CCL3L1,CCR1,CCL3L1 → CCR1,0.0003457213571412129,0.0007146652944948875,0.0010603866516361005
13,P20,CCL4,CCR5,CCL4 → CCR5,0.002537867453920728,0.006205531163569582,0.00874339861749031
13,P20,CCL5,CCR1,CCL5 → CCR1,0.00031745194019093537,0.08420966057479351,0.08452711251498445
13,P20,CCL5,CCR4,CCL5 → CCR4,8.712715970067062e-05,0.008713757376940792,0.008800884536641462
13,P20,CCL5,CCR5,CCL5 → CCR5,0.0010235893043202783,0.026376506118042143,0.027400095422362422
13,P20,CD274,PDCD1,CD274 → PDCD1,0.005071787524096598,0.00012885531369381882,0.005200642837790417
13,P20,CD40LG,CD40,CD40LG → CD40,5.261513416799183e-05,1.3945141474095788e-05,6.656027564208762e-05
13,P20,CD86,CD28,CD86 → CD28,0.0011855062494779867,1.7963493174540977e-05,0.0012034697426525276
13,P20,CD86,CTLA4,CD86 → CTLA4,0.003786281333850922,0.0002336699878716624,0.004019951321722584
13,P20,CSF1,CSF1R,CSF1 → CSF1R,0.0005616340668638913,0.00013304287465146794,0.0006946769415153591
13,P20,CXCL13,CXCR5,CXCL13 → CXCR5,3.946820925920011e-05,0.00013312266614720638,0.0001725908754064065
13,P20,CXCL16,CXCR6,CXCL16 → CXCR6,0.0005730659706623817,0.00021131910074075774,0.0007843850714031394
13,P20,CXCL2,DPP4,CXCL2 → DPP4,3.394152827489441e-05,9.758070086595121e-06,4.369959836148953e-05
13,P20,FASLG,FAS,FASLG → FAS,0.000587113858621874,0.00020283839516010044,0.0007899522537819744
13,P20,HLA-B,KIR3DL2,HLA-B → KIR3DL2,6.0603771748634226e-05,0.0654977475225008,0.06555835129424943
13,P20,HLA-C,KIR2DL3,HLA-C → KIR2DL3,4.872431444475854e-05,0.028502702676043247,0.028551426990488005
13,P20,HLA-E,KLRC1,HLA-E → KLRC1,0.00018047530791853847,0.012260421820815201,0.01244089712873374
13,P20,HLA-E,KLRC2,HLA-E → KLRC2,0.00012632161734405547,0.0246078860209222,0.024734207638266257
13,P20,HLA-E,KLRK1,HLA-E → KLRK1,0.0004155758963684496,0.0159594716118641,0.01637504750823255
13,P20,HLA-F,KIR3DL2,HLA-F → KIR3DL2,3.159931156321149e-05,0.02066441605459662,0.020696015366159833
13,P20,HLA-F,LILRB1,HLA-F → LILRB1,0.00018285677610762173,0.004893581003920862,0.005076437780028484
13,P20,HLA-F,LILRB2,HLA-F → LILRB2,0.00023164154826858297,0.03603568895015748,0.03626733049842606
13,P20,HLA-G,LILRB1,HLA-G → LILRB1,0.0001163489033094196,0.006442590005992949,0.006558938909302369
13,P20,HLA-G,LILRB2,HLA-G → LILRB2,0.0005761213257951928,0.02137246064099942,0.02194858196679461
13,P20,ICAM1,ITGAL,ICAM1 → ITGAL,0.004273035593643168,0.00017042598093152626,0.004443461574574694
13,P20,ICOSLG,ICOS,ICOSLG → ICOS,0.0007919348544506351,1.0932962892683317e-05,0.0008028678173433184
13,P20,LGALS9,HAVCR2,LGALS9 → HAVCR2,0.008384256429211576,0.011049482430877122,0.019433738860088697
13,P20,LGALS9,P4HB,LGALS9 → P4HB,0.0238511477670143,0.00343843790173669,0.02728958566875099
13,P20,LTA,TNFRSF14,LTA → TNFRSF14,0.0010512755466345215,2.413452964096154e-05,0.001075410076275483
13,P20,LTA,TNFRSF1A,LTA → TNFRSF1A,0.0002805464036999621,4.233085846584941e-05,0.00032287726216581147
13,P20,LTA,TNFRSF1B,LTA → TNFRSF1B,0.0023774863819223365,2.5532399732446693e-05,0.0024030187816547833
13,P20,LTB,LTBR,LTB → LTBR,1.7400667964546948e-05,0.0007088822451385432,0.0007262829131030902
13,P20,PVR,CD226,PVR → CD226,6.783368864407868e-05,0.0,6.783368864407868e-05
13,P20,PVR,CD96,PVR → CD96,0.009216639419307641,1.2505061827561438e-05,0.009229144481135203
13,P20,PVR,TIGIT,PVR → TIGIT,0.006008020956082658,0.0,0.006008020956082658
13,P20,SELPLG,SELL,SELPLG → SELL,0.0006650362207607195,0.0022876835333165008,0.0029527197540772203
13,P20,TGFB1,TGFBR3,TGFB1 → TGFBR3,7.909923255176628e-05,4.075409226467262e-05,0.00011985332481643889
13,P20,TNF,TNFRSF1A,TNF → TNFRSF1A,0.0003007023677539933,0.0008339783988745041,0.0011346807666284976
13,P20,TNF,TNFRSF1B,TNF → TNFRSF1B,0.001879898869976067,9.637418243379673e-05,0.0019762730524098635
13,P20,TNFSF10,TNFRSF10A,TNFSF10 → TNFRSF10A,4.796753850788644e-05,7.584882482018375e-05,0.0001238163633280702
13,P20,TNFSF10,TNFRSF10B,TNFSF10 → TNFRSF10B,1.3670007710029177e-05,0.00013255563097797597,0.00014622563868800514
13,P20,TNFSF10,TNFRSF10D,TNFSF10 → TNFRSF10D,6.416051343345101e-06,7.129460467748716e-05,7.771065602083226e-05
13,P20,TNFSF12,TNFRSF12A,TNFSF12 → TNFRSF12A,0.0,8.670372813356633e-06,8.670372813356633e-06
13,P20,TNFSF12,TNFRSF25,TNFSF12 → TNFRSF25,0.0002534423247864074,0.00029402162973801455,0.000547463954524422
13,P20,TNFSF14,LTBR,TNFSF14 → LTBR,0.0004412632918629826,0.00012689199847589652,0.0005681552903388791
13,P20,TNFSF14,TNFRSF14,TNFSF14 → TNFRSF14,0.0010871863426893044,0.00012857268469465845,0.0012157590273839628
13,P20,TNFSF4,TNFRSF4,TNFSF4 → TNFRSF4,0.00044289439091771236,2.2578756988335452e-05,0.0004654731479060478
13,P20,TNFSF9,TNFRSF9,TNFSF9 → TNFRSF9,0.0009220459330027327,0.00013625685483569655,0.0010583027878384292
13,P20,VEGFA,NRP1,VEGFA → NRP1,0.00015355064574136605,3.2654790283480434e-06,0.0001568161247697141
13,P20,VEGFA,NRP2,VEGFA → NRP2,1.4178759644227852e-05,2.5940015572741934e-05,4.0118775216969784e-05
13,P20,VEGFB,NRP1,VEGFB → NRP1,0.0002372714876679194,0.0,0.0002372714876679194
14,P21,BTLA,TNFRSF14,BTLA → TNFRSF14,0.0004864759398595484,3.2527137032896925e-06,0.0004897286535628381
14,P21,CCL2,CCR2,CCL2 → CCR2,9.404710078029966e-05,4.181688858149132e-05,0.000135863989361791
14,P21,CCL3,CCR1,CCL3 → CCR1,0.00013811004114842564,0.005644569824037721,0.0057826798651861465
