feature,feature_value_scaled,shap_value,fold,held_patient
PROGENy_NFkB,0.2150443246247252,-0.09143485151072052,1,P1
PROGENy_NFkB,-1.6995510693386244,0.5410152211334845,1,P1
PROGENy_NFkB,-1.115076843279999,0.3479453078270289,1,P1
PROGENy_NFkB,-0.6662413819758922,0.19968107351303394,1,P1
PROGENy_NFkB,2.668072339977394,-0.9017458714785058,1,P1
PROGENy_NFkB,-1.0883471374441482,0.3391156593013177,1,P1
PROGENy_NFkB,0.4662863069175858,-0.17442784859688998,1,P1
PROGENy_NFkB,0.15385010759829995,-0.07122050903094916,1,P1
PROGENy_NFkB,-1.4190007219393925,0.4483407646125693,1,P1
PROGENy_NFkB,-0.38497848875435153,0.10677124106961175,1,P1
PROGENy_NFkB,-0.30306200777821485,0.07971169391543792,1,P1
PROGENy_NFkB,-0.6462666396286307,0.19308279834303912,1,P1
PROGENy_NFkB,0.5378803220639561,-0.19807756603744023,1,P1
PROGENy_NFkB,1.7315428036496916,-0.5923812009317023,1,P1
PROGENy_NFkB,-1.1431883606147595,0.3572314114270716,1,P1
PROGENy_NFkB,2.218574534364392,-0.7532628443545015,1,P1
PROGENy_NFkB,0.5358978825510244,-0.19742270495403874,1,P1
PROGENy_NFkB,0.44364140409247227,-0.16694753683915778,1,P1
PROGENy_NFkB,1.1186189029349944,-0.3899134802035492,1,P1
PROGENy_NFkB,-0.5632173845925582,0.1656490608827804,1,P1
PROGENy_NFkB,-1.3305145916693353,0.41911105911251856,1,P1
PROGENy_NFkB,-0.5337340490460328,0.15590980330021964,1,P1
PROGENy_NFkB,0.566251978515245,-0.20744960163317488,1,P1
PROGENy_NFkB,-0.9059862945936636,0.2788762329076829,1,P1
PROGENy_NFkB,0.3204648875258806,-0.12625852385175249,1,P1
PROGENy_NFkB,0.024695510563652476,-0.028556751176709028,1,P1
PROGENy_NFkB,1.5764155066201608,-0.5411378569934666,1,P1
PROGENy_NFkB,0.9707753663115077,-0.3410761875973338,1,P1
PROGENy_NFkB,0.41246709256797354,-0.1566496975930869,1,P1
PROGENy_NFkB,-0.3259325830727656,0.08726655226935408,1,P1
PROGENy_NFkB,-0.424585415969076,0.11985463407951145,1,P1
PROGENy_NFkB,-0.5078230833453442,0.14735060996289578,1,P1
PROGENy_NFkB,-0.6253958135372217,0.18618851899854966,1,P1
PROGENy_NFkB,-1.0326267518064471,0.3207094926222174,1,P1
PROGENy_NFkB,-0.5474281442689384,0.16043338647911506,1,P1
PROGENy_NFkB,-0.500464355144107,0.1449197944495422,1,P1
PROGENy_NFkB,0.8895142988366591,-0.31423314379306283,1,P1
PROGENy_NFkB,0.23554190749551007,-0.09820583707588618,1,P1
PROGENy_NFkB,1.2331182086307055,-0.4277361420741908,1,P1
PROGENy_NFkB,-0.7884081957395378,0.24003655043684805,1,P1
PROGENy_NFkB,1.2199992901397936,-0.4234025575587621,1,P1
PROGENy_Hypoxia,-0.8670012362018422,0.06612189828077036,1,P1
PROGENy_Hypoxia,0.054070661218557886,-0.009058240676268267,1,P1
PROGENy_Hypoxia,0.8855505223935126,-0.0769256587119103,1,P1
PROGENy_Hypoxia,-1.1861809192407557,0.09217412394342861,1,P1
PROGENy_Hypoxia,0.8291341920770402,-0.07232081997508939,1,P1
PROGENy_Hypoxia,0.8451537605343139,-0.07362837629726425,1,P1
PROGENy_Hypoxia,0.26014872439231074,-0.02587883575553464,1,P1
PROGENy_Hypoxia,0.9997387532717043,-0.08624598114137924,1,P1
PROGENy_Hypoxia,0.2086151685277552,-0.02167254100080577,1,P1
PROGENy_Hypoxia,-0.48449645189256435,0.03490092311407467,1,P1
PROGENy_Hypoxia,-0.5352083175148356,0.03904014950338322,1,P1
PROGENy_Hypoxia,-0.3968916661493427,0.027750406434624914,1,P1
PROGENy_Hypoxia,0.8039069246049293,-0.07026170875980711,1,P1
PROGENy_Hypoxia,-0.42615978336323695,0.03013934167986903,1,P1
PROGENy_Hypoxia,-0.0699651277462687,0.0010658635072788808,1,P1
PROGENy_Hypoxia,-0.689540984414972,0.051637158896089545,1,P1
PROGENy_Hypoxia,0.469685175146618,-0.04298171287988518,1,P1
PROGENy_Hypoxia,0.19385406562754068,-0.020467703712527548,1,P1
PROGENy_Hypoxia,0.8221232415512147,-0.07174856906153025,1,P1
PROGENy_Hypoxia,-0.5361258818152703,0.03911504334370328,1,P1
PROGENy_Hypoxia,-0.0821028560140717,0.0020565745477002027,1,P1
PROGENy_Hypoxia,0.622713957417539,-0.05547229602304149,1,P1
PROGENy_Hypoxia,-0.42856667720431696,0.030335798236554794,1,P1
PROGENy_Hypoxia,-1.7981229307964162,0.14212232624039442,1,P1
PROGENy_Hypoxia,-0.46129621307043744,0.03300726293035951,1,P1
PROGENy_Hypoxia,-0.8258536172781311,0.06276332907775849,1,P1
PROGENy_Hypoxia,-0.32707035056492656,0.022051420044419377,1,P1
PROGENy_Hypoxia,0.06079437424371884,-0.009607046563142626,1,P1
PROGENy_Hypoxia,-0.9089618181614253,0.06954682351328978,1,P1
PROGENy_Hypoxia,-0.3680375507549409,0.025395263029523878,1,P1
PROGENy_Hypoxia,-0.7065673881665948,0.053026895575246306,1,P1
PROGENy_Hypoxia,3.09812209876408,-0.2575211573150024,1,P1
PROGENy_Hypoxia,0.16191155298641238,-0.017860477777481013,1,P1
PROGENy_Hypoxia,0.35209437032624274,-0.03338366405087959,1,P1
PROGENy_Hypoxia,-0.043109533619875594,-0.0011261557084312032,1,P1
PROGENy_Hypoxia,0.24544307477556063,-0.024678524699755913,1,P1
PROGENy_Hypoxia,0.7693460869077736,-0.06744076873566707,1,P1
PROGENy_Hypoxia,1.5989824622183524,-0.13515771695040013,1,P1
PROGENy_Hypoxia,0.01932698506759644,-0.006222376930752826,1,P1
PROGENy_Hypoxia,-0.7307417846927919,0.055000068891175334,1,P1
PROGENy_Hypoxia,0.9310194386922571,-0.08063694276599902,1,P1
PROGENy_Hypoxia,-0.21665303143929807,0.01303888864662388,1,P1
PROGENy_Hypoxia,1.2820485858862714,-0.10928879951890516,1,P1
PROGENy_Hypoxia,0.5843102172352904,-0.052337688907725645,1,P1
PROGENy_Hypoxia,-0.3161134558797599,0.021157091526444315,1,P1
PROGENy_Hypoxia,-0.2032597217293365,0.011945693980811613,1,P1
PROGENy_Hypoxia,-0.6442435202285781,0.0479398691823635,1,P1
PROGENy_Hypoxia,-1.859233856991588,0.14711034936433673,1,P1
PROGENy_Hypoxia,1.525106841223588,-0.12912780824568484,1,P1
PROGENy_Hypoxia,-0.2783199705714909,0.018072294905133856,1,P1
PROGENy_Hypoxia,5.126044088670424,-0.42304510546951546,1,P1
PROGENy_Hypoxia,-0.15700648736788078,0.008170391969920298,1,P1
PROGENy_Hypoxia,-1.3106052145089113,0.10232993896078989,1,P1
PROGENy_Hypoxia,0.26941371740049486,-0.026635067124380057,1,P1
PROGENy_Hypoxia,-0.6003325465874406,0.04435574821490681,1,P1
PROGENy_Hypoxia,-1.1902508051183804,0.0925063179737492,1,P1
PROGENy_Hypoxia,0.9972873884339736,-0.0860458947532795,1,P1
PROGENy_Hypoxia,0.5391985126617876,-0.04865556134751755,1,P1
PROGENy_Hypoxia,-0.734084132407094,0.05527287947882622,1,P1
PROGENy_Hypoxia,-0.16431443208942922,0.008766884275455925,1,P1
PROGENy_Hypoxia,0.3069677796660884,-0.029700321451904037,1,P1
PROGENy_Hypoxia,-1.3980014452754852,0.10946343287343015,1,P1
PROGENy_Hypoxia,-0.34204004451052844,0.02327328304352575,1,P1
PROGENy_Hypoxia,-0.4853200605401334,0.034968148064422055,1,P1
PROGENy_Hypoxia,-0.7727423445448472,0.058428257216966505,1,P1
PROGENy_Hypoxia,0.09470596177786138,-0.01237499320249924,1,P1
PROGENy_Hypoxia,-1.273120623798564,0.09927035507136264,1,P1
PROGENy_Hypoxia,-0.43524787530574144,0.03088113395146624,1,P1
PROGENy_Hypoxia,-0.7153228563034928,0.053741538279045445,1,P1
PROGENy_Hypoxia,-0.24037709698077994,0.014975304847172044,1,P1
PROGENy_Hypoxia,-0.14428153107683703,0.007131749943318256,1,P1
PROGENy_Hypoxia,1.5144985945067082,-0.12826193722682175,1,P1
PROGENy_Hypoxia,1.2325657890901027,-0.10524989273048004,1,P1
PROGENy_Hypoxia,-0.35405200261839853,0.024253728416167082,1,P1
PROGENy_Hypoxia,0.3222243621065698,-0.030945600990990214,1,P1
PROGENy_Hypoxia,-0.1811885591242056,0.010144191756887192,1,P1
PROGENy_Hypoxia,-0.5124962760548881,0.03718633718130612,1,P1
PROGENy_Hypoxia,-0.7337277299020024,0.05524378903547161,1,P1
PROGENy_Hypoxia,-0.008619059038042194,-0.003941352523162524,1,P1
PROGENy_Hypoxia,-0.7219478666820299,0.05428228781471705,1,P1
PROGENy_Hypoxia,-0.548902626330076,0.04015791245167614,1,P1
PROGENy_Hypoxia,0.15592322390198873,-0.017371695724800535,1,P1
PROGENy_Hypoxia,-0.41596815176697455,0.029307475805172567,1,P1
PROGENy_Hypoxia,0.2504743684924515,-0.02508919118717008,1,P1
PROGENy_Hypoxia,0.41013009333221256,-0.038120681576091935,1,P1
PROGENy_Hypoxia,0.07579093703852477,-0.010831102663376538,1,P1
PROGENy_Hypoxia,-0.000490476698349549,-0.004604827276364009,1,P1
PROGENy_Hypoxia,-0.8653503345624368,0.06598714765489361,1,P1
PROGENy_Hypoxia,-0.2886163821749009,0.018912713180049386,1,P1
PROGENy_Hypoxia,-0.7241656589491369,0.054463309438855086,1,P1
PROGENy_Hypoxia,-0.8436278717182389,0.06421410715752349,1,P1
PROGENy_Hypoxia,0.5094101846935867,-0.04622416522934348,1,P1
PROGENy_Hypoxia,-0.5602212081011655,0.04108176275340641,1,P1
